"","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7","Q.8","Q.9","Q.10","Q.11","Q.12","Q.13","Q.14","Q.15","Q.16","Q.17","Q.18","Q.19","Q.20","Q.21","Q.22","Q.23","Q.24","Q.25","Q.26","Q.27","Q.28","Q.29","Q.30","Q.31","Q.32","Q.33","Q.34","Q.35","Q.36","age","gender","country","avoidance","anxiety"
"1031",4,5,3,5,5,5,1,5,2,5,5,4,1,5,4,5,3,5,3,5,2,1,1,5,3,5,3,5,4,5,4,5,5,5,5,5,16,"2","PH",-10,83
"1032",4,4,3,4,3,4,3,4,3,5,2,3,4,3,2,3,2,5,3,4,3,3,3,4,4,5,3,4,3,3,3,3,4,4,3,3,28,"2","PH",-1,62
"1033",3,5,5,2,2,3,2,3,2,4,4,2,3,4,5,3,2,4,4,2,1,3,2,3,4,3,3,3,4,3,4,3,4,2,3,2,16,"2","PH",-15,48
"1034",5,5,5,2,1,4,1,4,2,4,2,2,1,3,4,2,1,3,5,4,2,3,2,2,3,2,4,1,4,3,5,2,4,4,5,2,21,"1","PH",-22,46
"1035",2,4,4,4,4,4,3,3,2,3,3,3,4,3,4,3,4,4,3,4,2,4,2,4,4,4,4,1,3,4,4,4,4,5,4,4,21,"2","PH",-8,57
"1036",5,4,5,5,5,5,1,5,5,5,5,1,5,5,1,2,1,5,5,5,5,1,2,5,1,5,1,4,5,5,3,1,5,2,5,5,16,"2","PH",3,68
"1037",2,4,4,4,3,4,2,4,2,5,2,3,3,5,4,3,4,4,4,4,4,2,4,4,2,4,3,4,4,2,3,3,4,4,4,2,14,"2","PH",-6,61
"1038",2,5,5,4,1,5,1,4,2,5,1,3,1,4,5,4,1,4,4,5,3,2,1,2,4,3,4,4,4,4,4,3,3,5,5,2,17,"1","AU",-25,64
"1039",2,4,4,4,4,5,2,4,1,4,4,2,2,1,5,2,2,5,4,4,5,2,2,5,5,4,5,1,3,4,4,4,4,3,4,2,16,"2","AU",-14,56
"1040",2,4,3,3,3,4,5,3,2,5,5,1,4,2,4,1,3,5,4,2,4,2,4,5,5,2,3,4,2,2,4,5,4,2,2,4,19,"2","ID",1,52
"1041",2,4,4,5,1,3,1,5,2,3,1,2,2,3,4,3,2,4,4,3,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,3,21,"1","IN",-21,59
"1042",5,3,5,5,5,4,5,4,5,3,5,3,5,2,3,2,5,1,2,3,4,3,3,4,1,5,1,5,2,2,5,4,5,4,3,3,35,"1","IN",15,54
"1043",1,1,5,4,4,4,1,4,1,4,4,2,1,4,5,2,2,5,4,5,4,2,1,4,5,3,5,2,4,5,5,5,5,2,5,5,36,"2","IN",-24,59
"1044",4,2,5,5,4,2,5,4,2,4,2,3,5,2,4,4,2,5,3,3,2,2,4,5,5,3,4,2,4,2,4,5,4,5,2,3,16,"2","IN",-5,57
"1045",4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,1,4,4,2,2,4,4,4,4,2,1,2,2,2,4,2,4,4,4,2,2,21,"2","IN",15,49
"1046",4,2,2,4,2,4,2,4,4,4,5,2,3,2,2,2,4,5,2,2,5,4,4,4,2,2,4,2,2,3,2,4,2,4,4,4,22,"2","VN",11,50
"1047",3,5,5,5,1,4,2,5,2,5,2,1,2,5,4,1,2,5,5,5,4,1,2,4,5,2,5,1,4,5,5,5,5,5,5,5,22,"2","VN",-23,67
"1048",4,4,2,3,5,2,4,1,4,2,5,1,5,2,3,1,5,2,2,1,5,3,5,1,2,3,2,2,2,2,3,2,2,1,2,1,16,"2","VN",22,28
"1049",3,2,3,3,4,3,4,4,3,3,4,3,4,3,2,3,4,3,3,4,4,4,4,3,2,3,2,3,2,3,2,3,2,3,2,3,22,"1","IN",14,48
"1050",4,5,3,4,3,4,4,4,3,3,3,2,4,5,2,1,2,2,3,2,2,1,2,2,2,2,2,2,3,2,3,3,3,2,3,3,16,"2","AU",3,47
"1051",4,3,2,5,2,5,2,4,3,5,2,1,2,2,5,1,2,4,4,4,3,3,4,4,4,4,4,2,4,4,4,2,3,2,4,4,21,"1","PK",-10,53
"1052",2,2,3,2,1,4,2,3,2,3,2,2,2,3,4,1,3,2,3,4,2,4,3,3,4,3,3,4,3,2,4,2,4,2,3,2,19,"1","PK",-12,40
"1053",5,2,4,3,5,4,4,2,2,3,4,1,4,2,3,3,3,3,4,4,5,4,4,3,1,3,2,2,2,2,2,4,4,0,2,1,20,"1","PK",12,38
"1054",4,5,5,4,5,4,1,5,2,5,4,4,2,5,3,2,3,5,4,4,4,2,3,5,5,3,4,5,3,4,5,4,3,4,5,5,21,"2","PK",-9,71
"1055",5,5,4,4,2,4,1,4,0,4,5,5,4,0,1,4,3,5,1,4,2,2,2,4,2,4,2,3,4,2,1,2,3,5,2,4,19,"1","IN",4,61
"1056",4,4,4,4,2,5,1,4,4,2,3,1,2,3,3,1,1,2,3,2,2,3,2,4,2,1,4,2,3,5,4,3,4,4,4,4,22,"2","MY",-10,48
"1057",2,4,5,3,2,3,3,4,2,0,2,4,4,5,5,4,3,4,4,4,4,1,3,4,5,3,4,1,3,2,4,3,3,4,3,3,24,"2","MY",-11,54
"1058",4,4,5,5,3,4,1,5,3,2,2,2,2,5,2,2,2,5,4,3,3,2,2,4,2,2,2,4,4,4,3,5,4,2,4,5,19,"1","MY",-8,61
"1059",5,4,4,4,5,4,2,4,3,4,3,4,2,3,4,2,2,4,4,4,3,4,2,5,1,5,1,4,3,3,4,4,3,4,2,3,14,"2","VN",1,61
"1060",3,4,3,4,4,5,4,5,4,5,4,4,4,4,5,1,2,5,4,1,1,1,1,1,2,1,2,4,2,2,5,1,4,4,2,1,22,"2","MY",-2,51
"1061",3,3,4,3,3,2,2,2,2,4,3,2,3,3,3,2,2,4,4,2,3,3,2,4,3,2,3,2,3,3,4,2,3,2,3,2,21,"2","MY",-7,41
"1062",1,5,4,4,1,1,1,3,1,4,1,2,1,4,5,4,1,1,5,5,2,5,1,1,5,1,5,1,4,1,5,1,5,1,5,1,47,"2","MY",-33,35
"1063",4,4,2,4,4,4,2,4,4,2,4,4,3,4,5,3,2,5,3,1,4,2,2,4,1,3,2,1,1,2,3,3,2,5,3,2,18,"2","AU",7,53
"1064",2,2,4,1,2,2,2,1,4,1,2,1,2,3,3,1,2,2,4,1,3,4,2,2,2,2,4,3,2,4,3,3,4,2,4,3,60,"1","AU",-9,30
"1065",4,5,3,4,2,1,1,4,2,5,2,3,2,5,5,2,4,4,2,3,4,1,2,1,3,2,3,1,4,4,4,2,4,5,5,3,18,"2","PH",-10,53
"1066",2,5,5,4,3,5,2,4,2,5,3,4,4,5,4,4,2,5,4,3,2,2,2,4,3,2,4,4,3,4,5,4,5,5,5,5,23,"1","TH",-16,70
"1067",5,4,4,3,2,4,3,3,2,2,3,3,2,2,3,2,4,5,4,5,5,3,2,4,4,1,2,1,4,1,4,2,3,2,4,1,21,"2","ID",-4,42
"1068",2,4,4,3,2,4,2,3,2,4,2,4,2,3,4,4,3,4,1,4,4,2,3,4,4,5,4,3,3,3,4,4,4,4,4,2,45,"1","AU",-10,60
"1069",2,3,4,4,2,4,1,3,2,4,1,3,2,3,4,3,1,4,4,2,4,4,2,2,4,2,3,2,2,4,4,4,3,3,3,2,38,"1","KR",-14,48
"1070",2,4,5,5,2,4,2,4,4,3,5,3,2,4,3,2,1,4,1,3,1,2,1,4,3,3,4,2,4,5,3,3,4,5,4,2,17,"2","NZ",-11,58
"1071",3,5,5,5,3,4,3,3,3,4,2,2,2,2,3,2,2,5,4,5,3,4,2,5,2,2,4,3,4,4,4,4,4,5,4,5,32,"2","IN",-11,61
"1072",5,3,2,3,4,2,4,2,5,2,4,1,5,2,1,1,4,2,3,2,4,4,4,1,3,1,2,1,2,4,3,4,2,4,3,2,19,"2","JP",18,33
"1073",3,5,4,4,2,5,2,4,2,4,1,1,1,4,2,1,2,4,4,2,4,1,2,4,3,2,3,2,4,5,4,5,4,5,4,4,23,"2","JP",-13,60
"1074",5,4,4,4,3,3,2,3,3,4,2,3,2,2,3,3,3,4,4,4,2,3,2,4,2,4,4,2,4,4,4,4,3,4,4,3,28,"2","JP",-8,56
"1075",4,5,3,3,4,4,3,4,4,5,5,2,3,1,4,1,3,4,2,1,5,2,3,3,3,4,4,2,2,3,3,2,0,5,3,1,33,"2","JP",10,48
"1076",2,2,5,2,2,2,1,2,2,3,2,2,2,3,1,2,1,2,4,3,2,3,2,1,4,2,5,2,4,3,4,4,4,3,3,2,21,"2","JP",-18,37
"1077",2,5,4,4,3,4,4,4,4,4,4,2,4,2,3,4,2,3,3,4,5,2,0,4,4,3,4,1,3,0,4,3,4,4,5,3,40,"2","AU",-6,52
"1078",1,5,5,4,3,5,3,5,2,5,1,5,1,1,5,5,1,2,4,4,1,2,1,2,5,3,5,1,4,4,5,4,5,5,5,4,20,"2","AU",-29,62
"1079",4,5,5,5,1,5,1,5,1,5,1,4,1,5,3,5,2,4,5,5,1,1,1,5,3,5,3,1,5,5,5,4,4,5,5,5,21,"1","AU",-25,77
"1080",2,4,3,4,4,5,3,3,2,5,3,3,4,4,4,3,2,5,3,5,2,3,1,4,3,4,4,5,4,4,4,4,4,4,4,3,35,"1","AU",-10,66
"1081",2,3,5,2,4,1,3,4,2,1,4,2,2,2,5,2,4,1,4,1,2,4,2,1,4,2,4,2,4,2,4,2,4,2,4,1,27,"2","JP",-13,27
"1082",2,5,1,4,5,2,4,5,2,3,4,2,4,5,4,4,4,5,2,4,4,1,2,4,2,2,4,2,1,2,4,3,4,3,4,2,17,"2","TW",5,56
"1083",1,2,5,2,1,2,1,2,1,2,1,5,1,3,5,5,1,4,5,4,1,4,1,4,5,4,5,1,4,3,5,2,4,2,4,1,25,"1","CN",-33,44
"1084",1,2,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,2,5,1,5,2,5,2,5,1,5,2,5,4,35,"1","AU",-36,20
"1085",1,5,3,4,2,5,3,5,3,5,2,5,1,5,5,5,1,5,5,5,1,1,1,3,5,5,5,5,3,4,4,4,4,5,4,3,17,"1","KR",-23,77
"1086",2,5,4,4,2,4,2,3,3,4,3,5,4,3,5,5,3,4,3,2,5,1,2,3,3,3,4,1,2,3,2,2,3,5,4,1,46,"2","AU",-4,56
"1087",4,5,2,4,5,5,4,4,4,3,4,4,5,4,2,3,5,4,2,3,5,5,4,4,1,1,2,4,4,1,2,4,3,2,2,3,26,"1","AU",20,53
"1088",4,4,4,3,2,5,3,3,2,3,2,2,2,4,4,3,3,4,4,2,5,2,2,2,3,3,4,1,4,3,5,2,4,4,4,2,17,"2","AU",-11,48
"1089",3,5,4,5,3,5,3,5,4,5,5,4,4,4,4,4,4,5,4,4,4,1,3,2,3,4,4,2,2,4,3,4,4,5,5,3,16,"2","AU",0,69
"1090",5,3,3,3,3,4,4,3,4,4,4,1,3,4,4,2,4,2,4,2,5,3,4,3,3,2,3,2,2,2,4,3,4,4,3,1,20,"2","AU",6,42
"1091",1,4,5,4,1,4,1,4,1,4,1,5,1,4,5,5,1,4,5,5,1,2,0,4,5,4,5,4,5,4,5,4,5,5,5,4,18,"1","AU",-37,70
"1092",2,4,4,4,2,4,2,4,2,4,2,4,2,4,4,3,2,4,4,4,2,3,2,4,4,4,2,4,4,4,4,4,4,4,4,3,27,"1","AU",-16,63
"1093",1,4,5,4,1,3,1,4,1,3,1,1,1,4,4,1,1,5,3,3,1,1,2,4,4,2,4,3,4,5,4,4,5,5,5,4,19,"2","AU",-28,58
"1094",2,4,4,2,3,2,3,4,2,2,0,3,2,4,4,4,2,3,4,3,2,2,2,4,4,2,4,5,3,4,4,4,5,4,4,3,38,"2","AU",-18,55
"1095",2,5,4,4,1,5,1,4,2,5,2,3,1,5,5,5,2,5,4,4,4,1,1,5,5,5,5,5,1,4,4,4,4,5,5,4,18,"2","AU",-21,76
"1096",4,5,5,5,2,5,1,5,3,2,1,1,1,5,3,2,1,4,5,2,3,1,1,4,5,0,1,4,3,2,4,3,5,5,5,2,19,"2","AU",-19,55
"1097",4,1,3,2,4,2,4,1,4,1,2,1,3,2,2,1,2,1,4,1,3,1,3,1,3,3,4,2,2,2,4,1,4,3,2,1,45,"2","AU",1,25
"1098",4,1,2,1,2,1,3,1,3,1,2,1,2,1,4,1,3,1,3,1,4,5,4,5,4,5,4,1,4,1,4,1,4,1,3,1,35,"2","AU",-5,20
"1099",4,4,1,5,5,3,4,2,5,2,5,2,4,5,3,2,5,3,3,1,5,3,5,2,1,2,1,4,1,1,1,3,2,2,2,1,17,"1","AU",27,41
"1100",2,5,3,4,4,4,4,4,4,3,4,4,4,5,4,4,3,4,2,3,4,4,3,3,2,3,4,4,3,4,4,3,4,3,3,2,22,"1","AU",3,58
"1101",4,3,3,3,5,2,4,2,5,2,4,2,4,4,2,2,4,2,2,2,5,4,4,2,1,2,3,2,2,2,4,4,4,2,2,2,22,"2","AU",16,36
"1102",2,4,5,4,2,4,2,3,2,4,2,3,3,4,4,3,2,3,4,3,2,2,2,4,4,3,4,4,4,4,4,4,4,2,3,2,26,"1","AU",-17,56
"1103",1,5,5,5,1,5,1,5,1,3,1,3,1,5,5,4,1,5,5,5,3,1,1,1,4,4,5,5,5,5,5,1,5,5,5,5,14,"1","AU",-33,70
"1104",2,5,3,5,3,5,3,5,3,5,4,3,4,5,2,3,3,4,2,4,5,1,2,3,1,3,2,4,2,4,3,4,3,5,3,4,15,"2","ID",8,70
"1105",2,5,5,4,3,4,1,4,1,5,1,4,1,5,1,4,2,5,5,4,1,1,1,4,5,4,5,5,5,5,5,5,4,5,5,4,25,"2","ID",-27,75
"1106",4,4,5,4,2,5,2,5,2,5,2,4,5,5,5,2,2,3,4,3,2,2,2,3,4,2,4,2,5,4,3,2,3,4,4,4,16,"2","ID",-14,59
"1107",1,5,1,3,2,1,1,2,2,2,1,1,1,3,5,1,1,4,5,2,1,3,1,1,4,1,5,4,4,4,4,4,4,1,3,3,29,"2","ID",-24,39
"1108",2,3,4,3,2,2,2,3,2,5,4,4,1,2,4,2,2,4,3,4,4,5,2,2,3,3,4,2,3,2,4,2,3,4,2,2,21,"1","ID",-9,44
"1109",3,5,4,4,4,4,1,4,2,5,4,3,2,3,4,3,2,5,3,3,4,1,2,4,4,3,4,1,4,1,4,5,4,2,3,3,27,"2","ID",-10,57
"1110",3,2,5,1,1,3,2,1,1,1,1,1,1,3,4,2,2,4,4,2,2,5,2,4,4,3,4,3,4,2,4,4,4,5,4,2,36,"1","ID",-22,38
"1111",1,5,5,4,1,5,2,4,1,5,2,1,4,5,5,3,2,5,3,5,2,2,2,4,5,4,5,5,4,4,5,5,5,5,5,5,18,"2","ID",-25,72
"1112",1,5,5,5,2,5,2,3,2,4,3,4,2,5,4,5,2,5,4,5,2,2,2,5,3,4,4,2,4,5,4,5,5,5,5,5,17,"2","ID",-20,75
"1113",2,4,3,4,2,4,2,4,4,5,2,2,4,4,2,3,4,5,1,4,3,2,4,2,3,4,3,3,2,4,4,4,4,2,4,3,18,"2","ID",1,59
"1114",2,5,5,4,5,5,3,5,2,5,4,5,3,5,4,5,2,5,4,5,2,4,2,4,4,4,4,5,4,3,5,4,5,3,5,3,23,"1","ID",-15,71
"1115",1,4,4,4,3,3,2,4,2,2,4,2,2,4,4,2,2,4,3,2,2,2,2,3,2,2,4,2,2,2,4,4,4,4,4,2,59,"1","ID",-11,48
"1116",4,5,5,2,5,5,1,5,5,5,4,1,2,3,4,1,4,5,5,2,4,4,4,4,4,5,4,4,2,2,5,1,1,1,4,1,27,"2","CN",-1,48
"1117",2,5,2,5,2,4,1,5,3,5,4,3,4,5,3,3,1,5,2,2,3,1,1,5,2,5,1,5,2,5,1,1,3,2,3,5,13,"1","CN",2,69
"1118",5,5,1,5,5,5,5,5,1,5,5,1,5,5,5,1,3,5,3,4,4,1,1,5,5,5,5,5,3,3,5,1,5,5,5,1,15,"2","IN",-3,65
"1119",2,4,4,5,2,5,1,5,2,5,4,2,2,5,5,2,2,4,4,5,2,2,2,5,5,4,5,4,4,5,4,2,4,2,4,4,22,"2","IN",-20,66
"1120",5,5,5,1,1,1,1,1,1,5,1,2,1,4,5,2,1,3,2,2,3,3,2,4,2,2,4,2,4,2,4,1,4,3,3,3,55,"1","IN",-17,40
"1121",2,5,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,2,4,4,2,4,3,1,4,4,4,4,4,4,4,4,4,4,2,30,"2","IN",7,61
"1122",5,4,4,3,5,4,4,5,4,4,4,3,4,2,5,3,4,4,2,2,4,2,5,1,2,4,3,2,3,4,3,4,4,5,4,4,24,"1","IN",9,56
"1123",3,4,3,4,2,4,2,4,3,4,2,2,3,4,3,4,2,4,3,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,22,"2","IN",-12,62
"1124",4,5,5,3,2,4,1,4,4,3,4,4,4,5,3,3,3,4,4,4,4,2,2,5,4,2,4,2,2,4,4,4,4,4,4,4,17,"1","IN",-6,62
"1125",2,3,2,3,3,2,3,4,3,4,2,4,3,2,3,3,3,3,4,5,4,3,2,1,2,2,2,2,3,4,4,5,4,4,4,5,38,"2","IN",-3,53
"1126",2,4,4,4,2,4,3,3,2,3,3,3,2,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1","AU",8,28
"1127",2,4,4,4,2,5,2,4,2,5,2,2,2,4,4,4,2,4,4,4,4,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,17,"1","IN",-16,65
"1128",2,5,5,2,3,3,1,4,1,5,2,1,1,4,5,1,1,3,4,1,1,1,1,4,5,1,4,5,5,5,5,5,5,4,5,5,15,"2","MY",-30,57
"1129",4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,4,5,5,2,4,4,1,3,5,4,4,2,4,2,4,2,4,2,4,4,4,19,"2","MY",10,74
"1130",4,5,3,4,5,5,3,4,3,5,5,2,5,5,4,2,4,5,3,2,4,2,4,3,4,2,4,1,2,4,5,5,3,4,3,2,15,"2","MY",6,58
"1131",2,4,4,3,3,3,2,4,3,3,3,4,4,2,3,2,2,2,4,4,4,3,3,4,2,4,4,1,0,1,4,3,3,2,3,3,34,"1","MY",-1,46
"1132",2,4,3,3,3,4,3,2,2,3,4,1,2,2,4,1,4,3,3,4,3,4,3,2,4,2,5,2,4,2,4,2,3,4,3,2,18,"2","MY",-7,39
"1133",5,5,5,4,5,5,5,4,3,5,5,1,5,4,1,1,5,5,3,1,2,2,2,4,2,3,2,1,4,3,5,4,4,5,4,4,16,"2","MY",7,57
"1134",3,2,5,3,5,1,1,3,3,4,3,4,1,1,1,4,2,4,5,3,4,1,1,3,4,1,4,2,4,2,5,4,3,2,4,4,25,"1","IN",-12,46
"1135",3,4,4,4,2,4,2,4,2,4,2,4,2,2,4,3,4,3,3,4,3,3,2,3,3,3,4,2,3,3,4,3,4,3,4,3,24,"1","MY",-11,53
"1136",5,1,2,4,5,2,4,2,5,2,3,1,3,1,1,2,4,4,2,2,5,5,4,2,1,2,2,1,4,1,4,2,2,2,2,2,24,"2","AU",18,28
"1137",5,4,5,3,4,1,3,3,2,5,4,5,4,1,2,2,2,2,4,2,2,4,2,3,2,3,2,2,4,2,2,3,2,4,4,2,19,"1","PK",1,43
"1138",4,3,3,2,3,2,2,3,2,1,4,4,4,4,4,4,2,5,3,4,4,2,2,4,4,2,4,4,3,5,2,5,4,2,4,4,24,"2","PK",-4,56
"1139",1,1,3,5,4,2,3,3,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,4,5,1,5,1,5,4,5,5,5,4,5,5,23,"2","PK",-29,36
"1140",1,5,5,5,1,5,1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,22,"2","IN",-36,84
"1141",4,4,4,4,2,3,2,5,4,5,2,5,2,2,2,5,3,5,2,5,5,1,2,5,4,5,3,2,2,5,5,5,5,5,5,5,21,"2","IN",-6,74
"1142",2,5,4,5,4,4,4,5,4,5,4,4,4,5,3,4,4,5,3,5,5,1,4,5,0,3,4,5,3,5,5,4,5,0,5,4,24,"2","PK",3,72
"1143",1,5,5,4,2,3,1,5,1,5,3,4,2,2,5,4,1,2,5,4,3,2,2,2,5,1,5,4,5,5,5,5,5,3,5,4,17,"1","PK",-29,60
"1144",2,4,5,5,3,5,2,4,2,0,3,5,1,1,4,0,3,5,5,4,2,1,2,5,4,4,3,4,4,5,5,4,4,0,4,5,16,"1","PK",-18,59
"1146",5,4,2,5,2,5,2,5,5,5,5,2,4,5,2,4,5,4,2,2,5,5,5,2,1,4,2,4,2,3,2,2,2,5,2,4,15,"3","NZ",21,60
"1147",1,4,5,3,4,2,2,3,2,2,2,4,2,2,5,4,2,2,4,2,4,4,2,3,4,2,4,2,4,3,5,2,4,4,4,2,22,"2","NZ",-18,42
"1148",4,2,2,1,4,2,4,2,3,2,3,1,4,1,3,1,5,2,2,1,4,4,5,2,2,2,4,1,1,2,3,3,3,2,3,1,25,"2","NZ",13,24
"1149",1,5,4,4,1,5,1,5,1,5,1,5,1,3,5,5,1,5,5,5,4,1,1,5,5,5,5,1,3,1,5,5,5,5,5,3,45,"2","NZ",-30,71
"1150",2,1,3,3,5,2,4,2,3,3,4,1,3,1,3,1,4,4,3,3,4,5,4,4,1,3,4,1,1,1,4,1,4,5,3,1,45,"2","NZ",7,32
"1151",4,3,2,3,4,3,4,2,4,2,4,2,3,2,2,2,4,3,2,2,4,4,4,2,2,4,2,2,3,2,3,2,4,3,2,3,55,"2","NZ",13,38
"1152",5,5,5,5,5,5,1,4,5,5,3,1,4,5,1,1,2,5,5,1,1,1,1,5,1,2,1,1,1,1,1,3,3,2,1,3,17,"2","IN",8,53
"1153",2,5,4,4,2,4,2,4,2,2,2,4,2,5,4,3,3,4,4,3,2,2,2,4,4,2,4,3,4,3,4,3,4,4,4,2,34,"2","IN",-17,57
"1154",4,2,4,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,4,2,4,4,3,4,4,3,2,3,4,4,4,2,3,4,3,4,21,"1","IN",-7,42
"1155",4,5,5,5,1,5,1,5,3,5,5,5,2,5,4,2,4,5,2,5,2,1,5,4,5,3,5,5,1,4,4,4,4,5,5,5,20,"2","IN",-8,76
"1156",1,2,4,4,2,2,1,1,1,1,1,2,1,4,4,4,2,5,4,4,2,4,1,5,4,1,4,5,4,5,4,5,4,5,4,4,35,"2","IN",-24,55
"1157",5,3,3,3,2,2,2,4,3,4,3,3,3,3,5,3,2,3,4,3,2,2,2,3,4,3,5,3,3,2,3,2,3,3,3,3,22,"1","IN",-9,48
"1158",1,4,5,1,1,5,1,4,1,5,1,3,1,4,5,3,1,5,5,5,1,1,1,5,5,4,5,4,5,4,5,5,5,4,5,4,20,"2","IN",-36,68
"1159",1,2,4,4,1,2,2,4,1,5,1,3,2,4,5,4,2,5,5,5,2,3,2,4,5,3,5,3,4,4,5,4,4,4,5,3,23,"2","IN",-28,60
"1160",1,2,4,1,1,1,1,1,1,1,1,5,1,1,3,5,3,1,3,1,1,5,1,3,2,4,3,1,3,2,4,3,2,3,3,3,33,"1","IN",-16,33
"1161",4,4,5,5,1,4,1,2,2,4,1,1,1,5,5,1,1,1,5,4,2,2,1,5,5,1,4,5,4,5,2,5,4,5,4,5,24,"1","IN",-24,60
"1162",4,1,5,4,4,4,2,2,4,4,5,3,2,2,2,5,3,5,2,1,5,5,4,5,4,5,4,1,2,4,2,4,2,4,1,3,32,"2","IN",9,52
"1163",2,4,2,4,2,4,3,4,4,0,4,4,4,5,4,4,2,4,2,2,4,1,2,4,2,4,2,2,2,4,2,4,4,4,4,2,28,"1","IN",3,58
"1164",3,4,5,5,2,4,1,1,5,5,3,4,2,4,4,3,1,4,3,4,4,3,2,4,3,4,3,4,3,4,4,4,4,5,4,5,26,"1","IN",-10,65
"1165",2,5,3,4,2,3,3,4,3,2,2,2,2,4,4,3,2,2,4,2,2,2,3,2,4,2,4,2,4,3,4,3,4,4,4,2,22,"2","IN",-14,47
"1166",3,4,4,4,5,4,1,3,1,5,3,3,1,5,4,3,5,3,4,4,3,3,1,1,4,2,4,3,4,5,4,4,4,4,4,5,40,"2","IN",-13,59
"1167",4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,3,5,5,1,4,5,5,5,1,1,2,4,1,1,1,1,1,1,1,1,3,18,"2","IN",15,27
"1168",4,5,4,5,2,4,3,1,5,5,4,3,3,5,2,3,3,4,2,5,2,2,3,5,1,4,4,5,4,5,4,5,4,4,4,2,29,"1","IN",0,68
"1169",1,4,5,4,2,3,2,4,2,5,1,3,2,4,5,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,18,"1","IN",-18,63
"1170",4,3,5,5,4,5,5,5,5,5,4,5,4,5,5,5,3,5,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24,"1","IN",-5,78
"1171",4,5,5,2,1,2,1,5,1,5,2,1,1,4,5,3,1,2,1,1,5,1,5,5,2,5,1,1,5,1,5,4,5,2,2,5,21,"1","IN",-10,52
"1172",5,5,5,5,3,5,1,5,1,5,5,5,1,5,5,1,1,5,3,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,52,"1","IN",-20,76
"1173",2,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,2,5,2,5,4,2,4,4,2,4,4,4,2,4,4,3,2,4,4,4,26,"1","IN",2,68
"1174",4,4,3,3,4,4,5,4,4,3,4,3,4,1,2,1,4,3,3,3,5,3,4,5,2,3,2,1,2,5,3,5,3,2,2,4,25,"2","CN",16,51
"1175",4,4,2,3,3,4,4,4,4,3,2,1,3,3,3,1,4,3,4,1,3,3,4,2,3,4,4,1,1,4,2,2,4,4,5,4,16,"2","PH",3,45
"1176",4,2,2,3,4,2,4,2,4,2,3,1,4,2,2,2,4,2,2,2,5,4,4,2,2,2,2,1,2,2,2,2,3,3,2,2,18,"3","AU",17,30
"1177",1,1,4,4,4,3,4,5,4,3,4,1,3,1,4,1,5,4,3,4,5,4,3,2,4,1,5,1,3,2,3,4,4,4,5,3,15,"2","AU",-2,40
"1178",3,3,3,3,3,4,4,3,3,4,3,4,3,1,2,4,3,3,5,4,4,5,5,3,3,4,3,1,3,3,3,3,3,3,3,3,32,"1","AU",3,48
"1179",3,4,4,4,3,4,2,4,2,2,1,3,1,3,5,4,1,5,4,4,5,2,2,4,4,2,4,1,2,4,4,4,4,4,4,4,27,"2","AU",-15,58
"1180",1,2,5,2,1,2,1,4,1,3,1,4,1,4,5,4,1,5,5,3,4,3,1,2,5,1,5,5,4,4,5,3,4,4,5,1,21,"1","AU",-31,50
"1181",1,4,5,2,2,3,1,2,1,1,2,2,2,3,5,2,1,4,5,2,2,2,1,3,5,2,5,4,4,4,4,3,5,5,5,3,26,"2","AU",-30,47
"1182",2,3,2,2,3,4,3,3,4,3,3,1,4,2,4,3,4,2,3,2,4,4,4,2,4,2,3,1,2,2,2,1,2,2,1,1,24,"2","AU",8,32
"1183",4,4,4,2,1,2,1,2,2,3,2,2,2,3,4,4,3,2,4,2,3,3,2,2,4,2,4,1,3,2,4,2,3,2,3,1,21,"2","VN",-13,35
"1184",3,5,5,5,3,5,2,5,2,3,3,2,2,4,4,2,2,3,5,3,2,2,2,3,4,1,5,5,4,3,5,3,5,3,4,1,32,"1","PH",-20,54
"1185",2,5,4,5,3,5,2,4,3,4,3,3,4,4,3,4,4,4,3,3,4,1,2,5,2,4,4,5,3,4,4,4,5,4,4,4,21,"2","KR",-5,70
"1186",4,5,4,5,0,5,1,5,2,5,1,5,1,5,2,4,2,4,3,2,4,2,2,4,2,4,2,4,2,4,4,4,2,5,2,4,20,"1","IN",-6,72
